Region,1960,2021
East Asia & Pacific,45.36666666666667,6.542857142857143
Europe & Central Asia,35.155,2.79375
Latin America & Caribbean,75.66666666666667,10.363636363636363
Middle East & North Africa,87.5,5.6875
North America,26.85,4.9
Sub-Saharan Africa,74.9,12.0
